numeroIteraciones;numeroJuegosEntrenamiento;tipoDePartida;movimientoLs;girosLs;numeroPiezas;tiempos
11.0;84000;eleInv;0, 3, 0, 3, 1, 0, 3, 1, 0, 3, 0;0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0155, 0.0171, 0.0079, 0.0106, 0.0081, 0.0089, 0.0102, 0.0081, 0.0084, 0.0088, 0.0097
13.0;88000;eleInv;0, 3, 0, 3, 1, 1, 0, 4, 2, -1, 3, 0, 3;0, 0, 0, 0, 2, 1, 3, 3, 2, 1, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0152, 0.0125, 0.0088, 0.0098, 0.0081, 0.0086, 0.0086, 0.0079, 0.0094, 0.009, 0.011, 0.0099, 0.0085
24.0;92000;eleInv;0, 3, 0, 3, 1, 3, 0, 3, 0, 3, 1, 1, 3, 2, -1, 3, 4, 2, 3, -1, 0, 0, 0, 0;0, 0, 0, 0, 2, 1, 0, 2, 0, 2, 0, 0, 1, 0, 1, 2, 3, 3, 2, 1, 0, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.015, 0.0128, 0.0083, 0.0098, 0.0081, 0.0086, 0.0083, 0.0098, 0.0105, 0.008, 0.0066, 0.0074, 0.0091, 0.0075, 0.0094, 0.0103, 0.0091, 0.0093, 0.0068, 0.0095, 0.0083, 0.0089, 0.0066, 0.0068
13.0;96000;eleInv;0, 3, 0, 3, 1, 0, 4, 3, 3, -1, 0, 0, 0;0, 0, 0, 0, 2, 2, 3, 2, 0, 1, 0, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0157, 0.0123, 0.0082, 0.0103, 0.0082, 0.0085, 0.0082, 0.0145, 0.0103, 0.0102, 0.0073, 0.0081, 0.0079
11.0;100000;eleInv;0, 3, 0, 3, 1, 1, 0, 3, 3, 0, 0;0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0168, 0.0128, 0.011, 0.0106, 0.0084, 0.009, 0.0087, 0.0097, 0.0092, 0.0103, 0.0087
12.0;104000;eleInv;0, 3, 0, 3, 1, 3, 1, 3, 0, 3, -1, 0;0, 0, 0, 0, 2, 1, 1, 1, 1, 2, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0154, 0.0132, 0.0084, 0.0105, 0.0085, 0.009, 0.0086, 0.0087, 0.0165, 0.0092, 0.0105, 0.0113
13.0;108000;eleInv;0, 3, 0, 3, 1, 0, 2, 0, 3, 0, 3, 3, 0;0, 0, 0, 0, 2, 2, 1, 2, 2, 3, 1, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0169, 0.0134, 0.0087, 0.0106, 0.0084, 0.0086, 0.0082, 0.0088, 0.0122, 0.0094, 0.0081, 0.0083, 0.0063
14.0;112000;eleInv;0, 3, 0, 3, 1, 3, 0, 0, 3, 4, 1, 3, 3, -1;0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 2, 1, 1, 1;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0212, 0.0173, 0.0119, 0.0137, 0.0116, 0.0124, 0.0155, 0.0118, 0.0138, 0.0125, 0.014, 0.0128, 0.0191, 0.0126
11.0;116000;eleInv;0, 3, 0, 3, 1, 2, 2, -1, 3, -1, 0;0, 0, 0, 0, 2, 0, 0, 1, 2, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0152, 0.0121, 0.0079, 0.0092, 0.0082, 0.0086, 0.0085, 0.0078, 0.0085, 0.011, 0.0087
10.0;120000;eleInv;0, 3, 0, 3, 1, 2, 1, 3, -1, 2;0, 0, 0, 0, 2, 0, 2, 1, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0221, 0.0141, 0.0091, 0.011, 0.0097, 0.0095, 0.0092, 0.0096, 0.0098, 0.0099
14.0;124000;eleInv;0, 3, 0, 3, 1, -1, 2, 3, 0, 3, 3, 0, 0, 0;0, 0, 0, 0, 2, 1, 0, 2, 3, 0, 2, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.017, 0.0129, 0.0089, 0.0099, 0.0092, 0.0088, 0.0087, 0.0112, 0.0123, 0.0091, 0.0093, 0.0106, 0.009, 0.0096
15.0;128000;eleInv;0, 3, 0, 3, 1, 0, 3, 3, 1, 1, -1, 3, 0, 3, 0;0, 0, 0, 0, 2, 0, 2, 0, 3, 2, 1, 2, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0157, 0.0125, 0.0086, 0.0099, 0.0083, 0.0083, 0.0098, 0.0093, 0.0101, 0.0094, 0.0103, 0.01, 0.0102, 0.0095, 0.0084
12.0;132000;eleInv;0, 3, 0, 3, 1, 3, 3, 0, 1, 3, 0, 2;0, 0, 0, 0, 2, 1, 3, 0, 2, 2, 0, 1;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0152, 0.0177, 0.0092, 0.01, 0.0081, 0.0092, 0.0088, 0.0111, 0.0087, 0.0093, 0.0114, 0.0092
15.0;136000;eleInv;0, 3, 0, 3, 1, 0, 3, 3, 3, 0, 2, -1, 3, 1, 0;0, 0, 0, 0, 2, 3, 1, 1, 2, 2, 1, 1, 0, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0142, 0.0129, 0.0086, 0.0102, 0.008, 0.0084, 0.0077, 0.0097, 0.0094, 0.0095, 0.0101, 0.0085, 0.0084, 0.0085, 0.009
12.0;140000;eleInv;0, 3, 0, 3, 1, 4, 1, 1, 3, 3, -1, 0;0, 0, 0, 0, 2, 3, 0, 0, 1, 1, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0144, 0.0118, 0.0073, 0.0087, 0.0078, 0.0079, 0.0074, 0.0077, 0.0085, 0.008, 0.01, 0.0086
10.0;144000;eleInv;0, 3, 0, 3, 1, 1, -1, 0, 2, 0;0, 0, 0, 0, 2, 1, 1, 3, 2, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.017, 0.0133, 0.0088, 0.0106, 0.0089, 0.009, 0.0093, 0.0088, 0.0078, 0.0072
11.0;148000;eleInv;0, 3, 0, 3, 1, 2, 2, -1, 3, 0, 0;0, 0, 0, 0, 2, 0, 2, 1, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0155, 0.0126, 0.0084, 0.0102, 0.0081, 0.0086, 0.0138, 0.0084, 0.0091, 0.0108, 0.0092
13.0;152000;eleInv;0, 3, 0, 3, 1, 0, 3, 2, 4, -1, 3, 3, 0;0, 0, 0, 0, 2, 0, 0, 3, 3, 1, 1, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0147, 0.0125, 0.0079, 0.0102, 0.0079, 0.0083, 0.0093, 0.0081, 0.0082, 0.0091, 0.0095, 0.0089, 0.01
14.0;156000;eleInv;0, 3, 0, 3, 1, 3, 0, 4, 4, 3, 1, 0, -1, 0;0, 0, 0, 0, 2, 0, 0, 3, 3, 1, 1, 3, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.023, 0.0186, 0.0116, 0.0158, 0.0116, 0.0143, 0.0163, 0.0275, 0.0122, 0.016, 0.0201, 0.0145, 0.0176, 0.0117
10.0;160000;eleInv;0, 3, 0, 3, 1, -1, 3, 2, 0, 0;0, 0, 0, 0, 2, 1, 3, 3, 0, 3;1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.014, 0.0118, 0.0093, 0.0092, 0.0072, 0.0078, 0.0076, 0.0087, 0.0082, 0.0081
12.0;164000;eleInv;0, 3, 0, 3, 1, 0, 3, 2, 0, 3, 1, 3;0, 0, 0, 0, 2, 0, 2, 2, 2, 1, 2, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0149, 0.0135, 0.0096, 0.0106, 0.009, 0.0088, 0.0106, 0.0091, 0.0105, 0.0086, 0.0087, 0.0095
12.0;168000;eleInv;0, 3, 0, 3, 1, 3, 0, 3, 0, 1, 0, 0;0, 0, 0, 0, 2, 0, 0, 2, 0, 1, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0177, 0.0135, 0.0087, 0.0114, 0.007, 0.0076, 0.0095, 0.007, 0.0079, 0.0081, 0.0079, 0.0074
12.0;172000;eleInv;0, 3, 0, 3, 1, -1, 1, 0, 3, 0, 3, 0;0, 0, 0, 0, 2, 1, 2, 0, 2, 2, 2, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0163, 0.0133, 0.0088, 0.0108, 0.01, 0.0095, 0.0089, 0.0087, 0.0104, 0.0086, 0.0092, 0.0075
15.0;176000;eleInv;0, 3, 0, 3, 1, 0, 3, 1, 3, 1, -1, 3, 0, 3, 0;0, 0, 0, 0, 2, 0, 2, 3, 0, 2, 1, 2, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0156, 0.0136, 0.0087, 0.0105, 0.0086, 0.0096, 0.0109, 0.0102, 0.0092, 0.0082, 0.0073, 0.0083, 0.009, 0.0085, 0.0071
11.0;180000;eleInv;0, 3, 0, 3, 1, -1, 2, 0, 3, 0, 0;0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0163, 0.0126, 0.0091, 0.0101, 0.0081, 0.0093, 0.0081, 0.0085, 0.0088, 0.0107, 0.009
19.0;184000;eleInv;0, 3, 0, 3, 1, 0, 3, 0, 3, 2, 3, 3, 0, 0, 4, 0, 3, 1, 0;0, 0, 0, 0, 2, 2, 1, 0, 1, 1, 2, 0, 2, 0, 3, 1, 3, 1, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0144, 0.0119, 0.0076, 0.0098, 0.0132, 0.008, 0.0078, 0.0077, 0.0081, 0.0097, 0.01, 0.0092, 0.0089, 0.0083, 0.0098, 0.0097, 0.0099, 0.0077, 0.0077
13.0;188000;eleInv;0, 3, 0, 3, 1, 0, 3, 3, 0, 1, 4, 0, 0;0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 3, 2, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.016, 0.0132, 0.0084, 0.0101, 0.0079, 0.0085, 0.0102, 0.0087, 0.01, 0.0083, 0.0111, 0.0082, 0.0086
15.0;192000;eleInv;0, 3, 0, 3, 1, 0, -1, 3, 3, 1, 3, 1, -1, 3, 0;0, 0, 0, 0, 2, 1, 1, 0, 2, 1, 1, 0, 1, 0, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0156, 0.0131, 0.0084, 0.0098, 0.0084, 0.0088, 0.008, 0.0086, 0.0084, 0.0072, 0.0091, 0.0081, 0.0092, 0.0079, 0.0086
12.0;196000;eleInv;0, 3, 0, 3, 1, 1, 2, 0, 3, 3, 4, 0;0, 0, 0, 0, 2, 0, 3, 0, 1, 1, 3, 0;1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1;0.0141, 0.0114, 0.0075, 0.0089, 0.0071, 0.0078, 0.0077, 0.0072, 0.0074, 0.0083, 0.0091, 0.0133
