numeroIteraciones;numeroJuegosEntrenamiento;tipoDePartida;movimientoLs;girosLs;numeroPiezas;tiempos
11.0;76000;ele;0, 3, 0, 3, 3, 2, 1, 2, 0, 4, 0;0, 0, 0, 0, 3, 2, 2, 1, 1, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0165, 0.0133, 0.0089, 0.0115, 0.0088, 0.0104, 0.0079, 0.0085, 0.0081, 0.0087, 0.0074
15.0;80000;ele;0, 3, 0, 3, 3, 2, 3, 4, 0, 1, 0, 0, 3, -1, 0;0, 0, 0, 0, 3, 2, 1, 3, 3, 0, 0, 0, 2, 1, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0144, 0.0127, 0.0081, 0.0102, 0.008, 0.0083, 0.0084, 0.0095, 0.0082, 0.0084, 0.0111, 0.0085, 0.0102, 0.0087, 0.0085
12.0;84000;ele;0, 3, 0, 3, 3, 2, 3, 2, -1, 0, 0, 0;0, 0, 0, 0, 3, 2, 1, 2, 1, 3, 3, 2;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0126, 0.0101, 0.007, 0.0083, 0.0068, 0.0078, 0.0069, 0.0079, 0.0075, 0.0087, 0.0075, 0.0085
11.0;88000;ele;0, 3, 0, 3, 3, 2, 1, 3, 0, 0, 0;0, 0, 0, 0, 3, 2, 0, 2, 2, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0163, 0.0128, 0.0082, 0.0104, 0.0084, 0.0082, 0.0085, 0.0088, 0.0081, 0.0082, 0.0089
15.0;92000;ele;0, 3, 0, 3, 3, 2, 0, 3, 1, 3, 0, 0, 3, -1, 0;0, 0, 0, 0, 3, 2, 2, 0, 1, 3, 3, 0, 0, 1, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0147, 0.0123, 0.0079, 0.0104, 0.0085, 0.0088, 0.0089, 0.0104, 0.0079, 0.0086, 0.0109, 0.0091, 0.0105, 0.009, 0.0092
15.0;96000;ele;0, 3, 0, 3, 3, 2, 1, 2, 0, 3, 3, 0, 4, 0, 0;0, 0, 0, 0, 3, 2, 3, 1, 2, 0, 3, 0, 3, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0152, 0.0131, 0.0082, 0.0107, 0.0087, 0.0088, 0.009, 0.009, 0.0085, 0.0108, 0.01, 0.011, 0.0114, 0.0155, 0.0077
12.0;100000;ele;0, 3, 0, 3, 3, 2, 3, 1, 0, 0, 2, 0;0, 0, 0, 0, 3, 2, 1, 2, 2, 1, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0157, 0.0179, 0.009, 0.0102, 0.0082, 0.0084, 0.0086, 0.0087, 0.0104, 0.0089, 0.0103, 0.0099
12.0;104000;ele;0, 3, 0, 3, 3, 2, 1, 2, 3, 0, 4, 1;0, 0, 0, 0, 3, 2, 3, 1, 1, 2, 3, 2;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0163, 0.0135, 0.0092, 0.0106, 0.0094, 0.009, 0.0087, 0.0087, 0.0094, 0.0095, 0.0119, 0.0098
12.0;108000;ele;0, 3, 0, 3, 3, 2, 2, -1, 1, -1, 3, 0;0, 0, 0, 0, 3, 2, 0, 1, 1, 1, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0183, 0.0153, 0.0101, 0.0129, 0.0102, 0.0104, 0.0122, 0.0114, 0.0105, 0.0116, 0.0113, 0.0107
16.0;112000;ele;0, 3, 0, 3, 3, 2, 0, 4, -1, 1, 2, 2, 3, -1, 1, 2;0, 0, 0, 0, 3, 2, 3, 3, 1, 0, 0, 3, 1, 1, 2, 1;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0156, 0.0127, 0.0083, 0.0104, 0.0083, 0.0086, 0.0082, 0.0106, 0.0106, 0.0096, 0.01, 0.0082, 0.0096, 0.0098, 0.0099, 0.0092
15.0;116000;ele;0, 3, 0, 3, 3, 2, 2, 0, 4, -1, 0, 3, 2, 0, 0;0, 0, 0, 0, 3, 2, 3, 3, 3, 1, 0, 0, 1, 2, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0216, 0.0125, 0.0078, 0.0102, 0.0081, 0.0084, 0.0084, 0.0094, 0.0106, 0.0119, 0.0098, 0.0103, 0.0087, 0.0083, 0.0086
14.0;120000;ele;0, 3, 0, 3, 3, 2, 3, 0, -1, 1, 0, 4, 2, 0;0, 0, 0, 0, 3, 2, 1, 3, 1, 0, 0, 3, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0155, 0.0125, 0.0086, 0.011, 0.0084, 0.0088, 0.0087, 0.0089, 0.0085, 0.0121, 0.0094, 0.0087, 0.0115, 0.0097
18.0;124000;ele;0, 3, 0, 3, 3, 2, 3, 0, 2, 4, 1, 0, 0, 3, -1, 3, 0, 0;0, 0, 0, 0, 3, 2, 0, 0, 0, 3, 0, 2, 0, 0, 1, 2, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0152, 0.0126, 0.0082, 0.0115, 0.0083, 0.0089, 0.0084, 0.0094, 0.0071, 0.0066, 0.0078, 0.0093, 0.008, 0.0086, 0.0072, 0.0077, 0.0087, 0.0072
14.0;128000;ele;0, 3, 0, 3, 3, 2, 3, 2, -1, -1, 0, 4, 2, 0;0, 0, 0, 0, 3, 2, 2, 2, 1, 1, 3, 3, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0148, 0.0126, 0.008, 0.0104, 0.0084, 0.009, 0.0085, 0.0152, 0.0084, 0.0085, 0.0125, 0.0116, 0.009, 0.0093
13.0;132000;ele;0, 3, 0, 3, 3, 2, 1, 0, 4, 3, 3, 0, 0;0, 0, 0, 0, 3, 2, 1, 2, 3, 0, 2, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0218, 0.0192, 0.0138, 0.0153, 0.0135, 0.0135, 0.0136, 0.0137, 0.014, 0.0142, 0.0167, 0.0143, 0.0134
18.0;136000;ele;0, 3, 0, 3, 3, 2, 0, 4, -1, 1, 1, 1, 3, 3, 0, 4, 0, 1;0, 0, 0, 0, 3, 2, 3, 3, 1, 0, 1, 0, 1, 1, 2, 3, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0153, 0.0126, 0.0084, 0.0105, 0.0083, 0.0082, 0.0092, 0.0091, 0.0088, 0.0079, 0.0089, 0.0082, 0.0072, 0.0082, 0.0096, 0.0104, 0.0069, 0.0071
17.0;140000;ele;0, 3, 0, 3, 3, 2, 1, 1, 3, 0, 4, 1, 0, 4, 0, 3, 0;0, 0, 0, 0, 3, 2, 2, 2, 3, 2, 3, 0, 2, 3, 0, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0152, 0.0128, 0.0082, 0.0106, 0.0087, 0.0084, 0.0095, 0.0078, 0.0089, 0.0078, 0.0105, 0.0071, 0.01, 0.0089, 0.0058, 0.009, 0.0123
18.0;144000;ele;0, 3, 0, 3, 3, 2, 0, 4, -1, 1, 1, 1, 3, 3, 0, 4, 0, 2;0, 0, 0, 0, 3, 2, 3, 3, 1, 0, 1, 0, 1, 1, 2, 3, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.015, 0.0125, 0.0079, 0.0105, 0.0081, 0.0087, 0.0087, 0.0116, 0.0108, 0.0099, 0.0107, 0.0096, 0.0093, 0.0081, 0.0081, 0.0105, 0.0097, 0.0075
12.0;148000;ele;0, 3, 0, 3, 3, 2, 3, 0, 0, 3, 2, 1;0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0155, 0.0132, 0.0086, 0.0108, 0.0082, 0.0087, 0.0092, 0.0104, 0.0089, 0.0099, 0.0099, 0.0096
13.0;152000;ele;0, 3, 0, 3, 3, 2, 3, 0, 0, 2, 2, 0, 0;0, 0, 0, 0, 3, 2, 1, 3, 0, 3, 0, 2, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0173, 0.0127, 0.0083, 0.0106, 0.0088, 0.009, 0.0083, 0.0097, 0.0085, 0.0112, 0.0101, 0.0084, 0.0077
13.0;156000;ele;0, 3, 0, 3, 3, 2, 0, 3, 2, -1, 3, 0, 0;0, 0, 0, 0, 3, 2, 2, 0, 3, 1, 3, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0151, 0.0111, 0.0087, 0.0089, 0.0075, 0.0071, 0.0081, 0.0086, 0.0066, 0.0076, 0.0139, 0.0077, 0.008
13.0;160000;ele;0, 3, 0, 3, 3, 2, 3, 0, 2, 2, -1, 1, 0;0, 0, 0, 0, 3, 2, 1, 0, 3, 0, 1, 2, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.015, 0.0134, 0.0082, 0.0107, 0.0082, 0.0089, 0.0092, 0.0093, 0.0102, 0.0094, 0.0088, 0.0112, 0.0099
12.0;164000;ele;0, 3, 0, 3, 3, 2, 1, 2, 0, 3, 0, 0;0, 0, 0, 0, 3, 2, 2, 2, 2, 0, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0141, 0.0113, 0.0075, 0.0091, 0.0072, 0.0095, 0.0078, 0.0084, 0.008, 0.0088, 0.0098, 0.0094
17.0;168000;ele;0, 3, 0, 3, 3, 2, 2, 3, 0, 4, -1, 0, 1, 3, 0, 0, 0;0, 0, 0, 0, 3, 2, 3, 1, 3, 3, 1, 3, 3, 0, 0, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0149, 0.0136, 0.008, 0.0103, 0.0081, 0.0087, 0.0089, 0.0087, 0.0081, 0.0101, 0.0096, 0.011, 0.0128, 0.0076, 0.0107, 0.0078, 0.0085
12.0;172000;ele;0, 3, 0, 3, 3, 2, 1, 0, 3, 3, 0, 1;0, 0, 0, 0, 3, 2, 0, 0, 1, 2, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.027, 0.0252, 0.0165, 0.0217, 0.015, 0.0149, 0.0155, 0.015, 0.0152, 0.0247, 0.0183, 0.0147
15.0;176000;ele;0, 3, 0, 3, 3, 2, -1, 4, 0, 0, 3, 1, 2, 0, 3;0, 0, 0, 0, 3, 2, 1, 3, 3, 3, 1, 1, 0, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0156, 0.0128, 0.0086, 0.0104, 0.0081, 0.0085, 0.0086, 0.0096, 0.0128, 0.0087, 0.0101, 0.0079, 0.0079, 0.0085, 0.009
17.0;180000;ele;0, 3, 0, 3, 3, 2, 0, 4, -1, 1, 3, 0, 2, 3, -1, 3, 0;0, 0, 0, 0, 3, 2, 3, 3, 1, 0, 2, 2, 3, 1, 1, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0132, 0.011, 0.0067, 0.0084, 0.007, 0.0074, 0.0074, 0.009, 0.0087, 0.0082, 0.0099, 0.0083, 0.0078, 0.0077, 0.0071, 0.0078, 0.0075
18.0;184000;ele;0, 3, 0, 3, 3, 2, 1, 3, 4, 0, 3, 0, 1, 0, 3, 4, 0, 0;0, 0, 0, 0, 3, 2, 3, 3, 3, 2, 2, 2, 0, 2, 1, 3, 0, 1;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0152, 0.013, 0.0079, 0.0104, 0.0084, 0.0116, 0.0089, 0.009, 0.0089, 0.0087, 0.0084, 0.0088, 0.0069, 0.009, 0.009, 0.0708, 0.0077, 0.009
16.0;188000;ele;0, 3, 0, 3, 3, 2, 3, 2, 0, -1, 0, 4, 0, 3, 0, 0;0, 0, 0, 0, 3, 2, 3, 2, 3, 1, 3, 3, 2, 2, 0, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0157, 0.0344, 0.0087, 0.0106, 0.0093, 0.0095, 0.0091, 0.0115, 0.0093, 0.0086, 0.0085, 0.0111, 0.011, 0.0112, 0.011, 0.0067
21.0;192000;ele;0, 3, 0, 3, 3, 2, 1, 3, 3, 0, 4, 2, -1, 0, 0, 0, 3, 0, 2, 1, 0;0, 0, 0, 0, 3, 2, 3, 0, 3, 2, 3, 3, 1, 3, 3, 2, 0, 2, 1, 3, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0154, 0.0127, 0.0088, 0.0106, 0.0086, 0.0088, 0.0093, 0.0095, 0.0095, 0.0078, 0.0084, 0.0097, 0.0074, 0.0089, 0.0089, 0.0095, 0.0091, 0.0084, 0.0091, 0.0075, 0.0072
12.0;196000;ele;0, 3, 0, 3, 3, 2, 2, 2, -1, 0, -1, 1;0, 0, 0, 0, 3, 2, 2, 2, 1, 3, 1, 0;2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2;0.0322, 0.0117, 0.0071, 0.0097, 0.0075, 0.0077, 0.0076, 0.0075, 0.008, 0.0074, 0.0081, 0.009
