numeroIteraciones;numeroJuegosEntrenamiento;tipoDePartida;movimientoLs;girosLs;numeroPiezas;tiempos
9.0;40000;gusano;0, 0, 0, 0, 3, 2, 3, 3, 0;0, 0, 0, 0, 0, 1, 1, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0121, 0.007, 0.0076, 0.0075, 0.0078, 0.0083, 0.0075, 0.0085, 0.0068
9.0;44000;gusano;0, 0, 0, 0, 3, 2, 3, 3, 0;0, 0, 0, 0, 0, 1, 1, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0103, 0.0062, 0.0051, 0.0052, 0.0065, 0.0059, 0.0061, 0.0061, 0.0055
8.0;48000;gusano;0, 0, 0, 0, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 1, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0103, 0.0063, 0.0061, 0.0063, 0.0068, 0.0065, 0.0066, 0.0066
9.0;52000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0127, 0.0083, 0.0083, 0.0096, 0.009, 0.009, 0.0096, 0.0083, 0.0083
9.0;56000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0131, 0.0087, 0.0087, 0.0078, 0.0085, 0.0084, 0.0085, 0.0083, 0.0078
9.0;60000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 1, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0157, 0.0092, 0.008, 0.0082, 0.0084, 0.0083, 0.0079, 0.0089, 0.0086
9.0;64000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 1, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0131, 0.0078, 0.0074, 0.0084, 0.0087, 0.0084, 0.0084, 0.0077, 0.0088
8.0;68000;gusano;0, 0, 0, 0, 3, 2, 3, 0;0, 0, 0, 0, 0, 1, 0, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0111, 0.0064, 0.0066, 0.0072, 0.007, 0.0072, 0.0074, 0.0075
8.0;72000;gusano;0, 0, 0, 0, 3, 2, 3, 0;0, 0, 0, 0, 0, 1, 0, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0141, 0.0089, 0.0087, 0.0089, 0.0089, 0.009, 0.0086, 0.0096
8.0;76000;gusano;0, 0, 0, 0, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 1, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0132, 0.0082, 0.0075, 0.0087, 0.0079, 0.0085, 0.0073, 0.0068
9.0;80000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 2, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0129, 0.0078, 0.0073, 0.0077, 0.0079, 0.0077, 0.0087, 0.0077, 0.0081
9.0;84000;gusano;0, 0, 0, 0, 2, 3, 3, 3, 0;0, 0, 0, 0, 1, 1, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0122, 0.0075, 0.0067, 0.01, 0.007, 0.0141, 0.0069, 0.0056, 0.0064
9.0;88000;gusano;0, 0, 0, 0, 2, 3, 3, 3, 0;0, 0, 0, 0, 1, 1, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0125, 0.0082, 0.0067, 0.0076, 0.0076, 0.0075, 0.008, 0.0073, 0.0075
8.0;92000;gusano;0, 0, 0, 0, 3, 2, 3, 0;0, 0, 0, 0, 0, 1, 0, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0105, 0.006, 0.0059, 0.0062, 0.0064, 0.007, 0.0067, 0.0065
8.0;96000;gusano;0, 0, 0, 0, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 1, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0141, 0.01, 0.0093, 0.0097, 0.01, 0.0093, 0.0096, 0.0091
9.0;100000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0138, 0.0078, 0.0079, 0.0078, 0.0077, 0.0088, 0.0081, 0.0073, 0.0074
9.0;104000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0125, 0.0086, 0.0084, 0.0083, 0.0089, 0.0079, 0.014, 0.0091, 0.0135
9.0;108000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0136, 0.0086, 0.0081, 0.0092, 0.0081, 0.0089, 0.0088, 0.0088, 0.0082
9.0;112000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0135, 0.009, 0.0084, 0.0083, 0.0085, 0.0086, 0.0086, 0.0086, 0.0085
9.0;116000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0149, 0.0084, 0.0094, 0.0086, 0.0087, 0.0092, 0.0092, 0.0079, 0.0088
9.0;120000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0105, 0.0064, 0.0062, 0.0065, 0.0062, 0.0072, 0.0065, 0.0064, 0.0065
9.0;124000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0109, 0.0059, 0.006, 0.0063, 0.0063, 0.0067, 0.0066, 0.0069, 0.0065
9.0;128000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0108, 0.0063, 0.0062, 0.0063, 0.0066, 0.0072, 0.0065, 0.0067, 0.0073
9.0;132000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0119, 0.0068, 0.0065, 0.0068, 0.007, 0.0075, 0.0072, 0.0074, 0.0065
9.0;136000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0112, 0.0087, 0.0075, 0.0073, 0.0071, 0.0079, 0.0077, 0.0075, 0.0073
9.0;140000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0135, 0.0088, 0.0074, 0.0087, 0.0094, 0.0096, 0.0077, 0.0078, 0.0088
9.0;144000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.014, 0.0088, 0.0092, 0.0085, 0.0089, 0.0091, 0.0085, 0.0085, 0.0082
9.0;148000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0107, 0.0064, 0.0062, 0.0061, 0.0063, 0.0063, 0.0066, 0.0067, 0.0064
9.0;152000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0115, 0.0064, 0.0063, 0.0072, 0.0067, 0.0065, 0.0068, 0.0068, 0.0071
9.0;156000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 0, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0133, 0.0079, 0.0078, 0.0083, 0.009, 0.0086, 0.0085, 0.0078, 0.0083
9.0;160000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0136, 0.0087, 0.0085, 0.0094, 0.0087, 0.0097, 0.0089, 0.0098, 0.0085
9.0;164000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0114, 0.0066, 0.0065, 0.0065, 0.0067, 0.0072, 0.0067, 0.0068, 0.0069
9.0;168000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0139, 0.0084, 0.0073, 0.0083, 0.008, 0.0087, 0.0101, 0.0084, 0.0083
9.0;172000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0133, 0.0092, 0.0083, 0.0085, 0.0118, 0.0087, 0.0082, 0.0076, 0.0071
9.0;176000;gusano;0, 0, 0, 0, 3, 3, 2, 3, 0;0, 0, 0, 0, 0, 0, 1, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0139, 0.0094, 0.0092, 0.009, 0.0091, 0.0099, 0.0093, 0.0095, 0.0093
9.0;180000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 0, 2, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0117, 0.0064, 0.0066, 0.0072, 0.0068, 0.0072, 0.0071, 0.0074, 0.0077
8.0;184000;gusano;0, 0, 0, 0, 2, 2, 3, 0;0, 0, 0, 0, 1, 1, 0, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0112, 0.0065, 0.0064, 0.0062, 0.0066, 0.006, 0.0083, 0.0065
8.0;188000;gusano;0, 0, 0, 0, 2, 3, 3, 0;0, 0, 0, 0, 1, 0, 1, 0;4, 4, 4, 4, 4, 4, 4, 4;0.0118, 0.0065, 0.0064, 0.0067, 0.0066, 0.0071, 0.005, 0.0064
9.0;192000;gusano;0, 0, 0, 0, 3, 2, 3, 3, 0;0, 0, 0, 0, 0, 1, 1, 1, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0133, 0.0078, 0.0077, 0.0076, 0.0074, 0.0078, 0.0079, 0.0073, 0.0176
9.0;196000;gusano;0, 0, 0, 0, 3, 3, 3, 3, 0;0, 0, 0, 0, 0, 0, 2, 3, 0;4, 4, 4, 4, 4, 4, 4, 4, 4;0.0127, 0.0081, 0.0068, 0.0075, 0.0073, 0.0079, 0.0077, 0.007, 0.0079
